term	gene
K20688	NP_055263.2
K08440	NP_055264.1
K19398	NP_055266.2
K05157	NP_055267.1
K12191	NP_055268.1
K10141	NP_055269.1
K20394	NP_055269.1
K11982	NP_055270.1
K16865	NP_055271.2
K10457	NP_055273.2
K06756	NP_055276.1
K06759	NP_055276.1
K06760	NP_055276.1
K06761	NP_055276.1
K06762	NP_055276.1
K06763	NP_055276.1
K06764	NP_055276.1
K12620	NP_055277.1
K12622	NP_055278.1
K01014	NP_055280.2
K01016	NP_055280.2
K01025	NP_055280.2
K18629	NP_055281.2
K19408	NP_055282.1
K12885	NP_055284.3
K07531	NP_055285.1
K14191	NP_055288.1
K01128	NP_055289.2
K00078	NP_055290.1
K08634	NP_055294.1
K09228	NP_055295.2
K10772	NP_055296.2
K05503	NP_055297.1
K11996	NP_055299.1
K04097	NP_055300.1
K07917	NP_055303.2
K09409	NP_055306.1
K22288	NP_055310.1
K04373	NP_055311.1
K04274	NP_055314.1
K13093	NP_055315.2
K10583	NP_055316.2
K10599	NP_055317.1
K14772	NP_055318.2
K20131	NP_055319.1
K21917	NP_055319.1
K04941	NP_055320.4
K00645	NP_055322.1
K18750	NP_055323.2
K16882	NP_055325.2
K12605	NP_055330.1
K09275	NP_055332.3
K09228	NP_055333.3
K09230	NP_055334.2
K02331	NP_055335.2
K20066	NP_055336.1
K10370	NP_055362.1
K22030	NP_055362.1
K10370	NP_055363.1
K22030	NP_055363.1
K20912	NP_055365.2
K11490	NP_055366.3
K09275	NP_055368.1
K04979	NP_055370.1
K04980	NP_055370.1
K09326	NP_055377.1
K20301	NP_055378.1
K09374	NP_055379.1
K04257	NP_055380.2
K04257	NP_055381.1
K00710	NP_055383.1
K09229	NP_055384.1
K12493	NP_055385.3
K09091	NP_055386.2
K08791	NP_055387.2
K17608	NP_055389.3
K04513	NP_055393.1
K07530	NP_055393.1
K07872	NP_055393.1
K14709	NP_055394.2
K08145	NP_055395.2
K14258	NP_055395.2
K10950	NP_055399.1
K10976	NP_055399.1
K14685	NP_055400.1
K08797	NP_055401.1
K09270	NP_055402.2
K18435	NP_055402.2
K09335	NP_055403.2
K09336	NP_055403.2
K01047	NP_055404.1
K14960	NP_055408.2
K09228	NP_055409.1
K01081	NP_055410.1
K12476	NP_055415.1
K12477	NP_055415.1
K12483	NP_055415.1
K12469	NP_055416.2
K08333	NP_055417.1
K10614	NP_055421.1
K10615	NP_055421.1
K14776	NP_055428.1
K18726	NP_055428.1
K06699	NP_055429.2
K01530	NP_055431.1
K14802	NP_055431.1
K05204	NP_055434.2
K05205	NP_055434.2
K09304	NP_055435.2
K09304	NP_055436.2
K18268	NP_055440.1
K05051	NP_055441.2
K19325	NP_055445.2
K19947	NP_055447.1
K08399	NP_055448.1
K15176	NP_055448.1
K17501	NP_055449.1
K17502	NP_055449.1
K12600	NP_055454.1
K16601	NP_055455.3
K22411	NP_055458.1
K16549	NP_055459.5
K15728	NP_055461.1
K10642	NP_055463.1
K09228	NP_055465.1
K16337	NP_055469.3
K15121	NP_055470.1
K20403	NP_055472.1
K13024	NP_055474.3
K20404	NP_055477.1
K06709	NP_055478.2
K12471	NP_055481.1
K14309	NP_055484.3
K10589	NP_055486.2
K17655	NP_055487.2
K10084	NP_055489.1
K17943	NP_055491.1
K15291	NP_055492.3
K15297	NP_055492.3
K15500	NP_055493.2
K15501	NP_055493.2
K16762	NP_055494.2
K20101	NP_055496.2
K08269	NP_055498.3
K21357	NP_055498.3
K14027	NP_055500.1
K19330	NP_055502.1
K20133	NP_055503.1
K21853	NP_055504.2
K12874	NP_055506.1
K01415	NP_055508.3
K17299	NP_055510.1
K16513	NP_055512.1
K21989	NP_055513.2
K19539	NP_055516.2
K11789	NP_055518.1
K08471	NP_055519.1
K16458	NP_055519.1
K05727	NP_055520.3
K12367	NP_055520.3
K13708	NP_055520.3
K17697	NP_055520.3
K17707	NP_055520.3
K11409	NP_055522.1
K11577	NP_055523.1
K11853	NP_055524.3
K16453	NP_055526.4
K11422	NP_055527.1
K12387	NP_055528.1
K19672	NP_055529.2
K17933	NP_055530.2
K20647	NP_055530.2
K08836	NP_055535.2
K08837	NP_055535.2
K17585	NP_055536.2
K20632	NP_055540.2
K12652	NP_055541.1
K09186	NP_055542.1
K14959	NP_055542.1
K04679	NP_055548.4
K11347	NP_055550.1
K22155	NP_055550.1
K22156	NP_055550.1
K09851	NP_055552.1
K00591	NP_055553.3
K13087	NP_055554.1
K08331	NP_055556.2
K17086	NP_055557.2
K18469	NP_055559.1
K11975	NP_055561.2
K15298	NP_055562.2
K17929	NP_055563.1
K16804	NP_055565.3
K12947	NP_055567.2
K14569	NP_055568.3
K08729	NP_055569.1
K16803	NP_055571.2
K17930	NP_055573.3
K03424	NP_055575.3
K19476	NP_055576.2
K09828	NP_055577.1
K02884	NP_055578.2
K17770	NP_055580.1
K14358	NP_055581.3
K08136	NP_055582.1
K12491	NP_055585.1
K17848	NP_055585.1
K10696	NP_055586.1
K16489	NP_055590.2
K05737	NP_055591.2
K12487	NP_055591.2
K14862	NP_055592.2
K10613	NP_055595.2
K11970	NP_055595.2
K17589	NP_055596.3
K07532	NP_055599.1
K12331	NP_055599.1
K20689	NP_055601.2
K09526	NP_055602.1
K12004	NP_055603.2
K08799	NP_055606.1
K15451	NP_055608.2
K09299	NP_055610.1
K10503	NP_055612.2
K13624	NP_055614.1
K14735	NP_055614.1
K12366	NP_055615.8
K18985	NP_055615.8
K19241	NP_055615.8
K21765	NP_055619.2
K06082	NP_055623.1
K17477	NP_055623.1
K16768	NP_055625.4
K17565	NP_055626.3
K03037	NP_055629.1
K15167	NP_055630.2
K12032	NP_055633.1
K10634	NP_055634.3
K17768	NP_055635.3
K14007	NP_055637.2
K08867	NP_055638.2
K20125	NP_055639.2
K14861	NP_055640.2
K22415	NP_055642.3
K12811	NP_055644.2
K10511	NP_055645.1
K17902	NP_055647.2
K18341	NP_055647.2
K20174	NP_055650.1
K07868	NP_055651.1
K19582	NP_055654.3
K08800	NP_055655.1
K20043	NP_055656.1
K20044	NP_055656.1
K20241	NP_055656.1
K18464	NP_055661.3
K06258	NP_055663.1
K06258	NP_055664.3
K07526	NP_055665.1
K10458	NP_055666.2
K21847	NP_055668.2
K21851	NP_055668.2
K19025	NP_055670.1
K20163	NP_055671.2
K20284	NP_055672.3
K16288	NP_055673.2
K20638	NP_055674.4
K21067	NP_055674.4
K11316	NP_055675.1
K01537	NP_055676.3
K09097	NP_055677.3
K15589	NP_055677.3
K08106	NP_055678.2
K20825	NP_055679.1
K06677	NP_055680.3
K20353	NP_055681.1
K12495	NP_055684.3
K10512	NP_055685.3
K12571	NP_055686.4
K10492	NP_055687.1
K13514	NP_055688.1
K06030	NP_055689.1
K21356	NP_055689.1
K17915	NP_055690.1
K15235	NP_055691.1
K14844	NP_055693.4
K04299	NP_055694.3
K06722	NP_055695.2
K15340	NP_055696.3
K20642	NP_055697.1
K13166	NP_055699.2
K03357	NP_055700.2
K14842	NP_055701.1
K06972	NP_055704.2
K20175	NP_055704.2
K13167	NP_055707.3
K13191	NP_055707.3
K07378	NP_055708.3
K16809	NP_055710.2
K10518	NP_055712.1
K09228	NP_055713.1
K07869	NP_055714.3
K18623	NP_055715.3
K19041	NP_055716.1
K15008	NP_055717.2
K16804	NP_055717.2
K19483	NP_055718.4
K12484	NP_055719.1
K01425	NP_055720.3
K17501	NP_055721.3
K17502	NP_055721.3
K00902	NP_055723.1
K08853	NP_055726.4
K08854	NP_055726.4
K02602	NP_055727.3
K12491	NP_055729.2
K17848	NP_055729.2
K17299	NP_055730.2
K08898	NP_055731.2
K08899	NP_055731.2
K17480	NP_055731.2
K07522	NP_055732.2
K16359	NP_055732.2
K13499	NP_055733.2
K08828	NP_055735.1
K08829	NP_055735.1
K12798	NP_055737.1
K17889	NP_055739.2
K02360	NP_055740.3
K17536	NP_055742.2
K18190	NP_055744.2
K09228	NP_055745.1
K15499	NP_055746.3
K07378	NP_055747.1
K16470	NP_055749.1
K18398	NP_055751.1
K18424	NP_055751.1
K21798	NP_055752.1
K20305	NP_055754.3
K20195	NP_055755.1
K21435	NP_055757.3
K04493	NP_055759.3
K07520	NP_055760.1
K13254	NP_055761.2
K09403	NP_055762.3
K10600	NP_055763.1
K10488	NP_055765.2
K16737	NP_055766.2
K12585	NP_055768.3
K19916	NP_055769.2
K19917	NP_055769.2
K19938	NP_055769.2
K19939	NP_055769.2
K08513	NP_055770.1
K16462	NP_055771.4
K20162	NP_055772.3
K12801	NP_055774.2
K01131	NP_055775.2
K01134	NP_055775.2
K12381	NP_055775.2
K12482	NP_055776.1
K10478	NP_055777.1
K12471	NP_055779.2
K15369	NP_055780.2
K15374	NP_055780.2
K13185	NP_055781.2
K21842	NP_055786.1
K08789	NP_055790.1
K14792	NP_055791.1
K12875	NP_055792.1
K06258	NP_055794.3
K08518	NP_055795.1
K10352	NP_055796.2
K16540	NP_055799.2
K16716	NP_055800.2
K16728	NP_055800.2
K06084	NP_055803.2
K15291	NP_055804.2
K15297	NP_055804.2
K22262	NP_055806.2
K04512	NP_055807.1
K21762	NP_055809.2
K21763	NP_055809.2
K19006	NP_055811.2
K07890	NP_055814.1
K08790	NP_055815.1
K10301	NP_055817.1
K12589	NP_055819.2
K16463	NP_055820.2
K15682	NP_055824.1
K11450	NP_055828.2
K14837	NP_055829.2
K06709	NP_055830.1
K08789	NP_055831.1
K11848	NP_055832.3
K19476	NP_055833.2
K16340	NP_055835.2
K11807	NP_055838.2
K18460	NP_055839.3
K18466	NP_055841.2
K04407	NP_055843.1
K04413	NP_055843.1
K08840	NP_055843.1
K01164	NP_055844.2
K11267	NP_055847.1
K20121	NP_055848.1
K15049	NP_055851.1
K06210	NP_055854.1
K00889	NP_055855.2
K00921	NP_055855.2
K19684	NP_055856.1
K12404	NP_055859.1
K10706	NP_055861.3
K15369	NP_055864.2
K15374	NP_055864.2
K14589	NP_055865.1
K17264	NP_055866.1
K12167	NP_055867.3
K12168	NP_055867.3
K20072	NP_055870.2
K14849	NP_055871.1
K10693	NP_055872.4
K06271	NP_055874.2
K06709	NP_055876.2
K17963	NP_055877.3
K05849	NP_055878.1
K22236	NP_055880.2
K13736	NP_055886.1
K20071	NP_055886.1
K20651	NP_055886.1
K16602	NP_055887.3
K17703	NP_055888.1
K10392	NP_055889.2
K12495	NP_055890.1
K02208	NP_055891.1
K20685	NP_055893.4
K20165	NP_055894.6
K20166	NP_055894.6
K07377	NP_055895.1
K08819	NP_055898.1
K17406	NP_055899.2
K17700	NP_055900.4
K17708	NP_055900.4
K19366	NP_055902.1
K18412	NP_055903.2
K11970	NP_055904.1
K06550	NP_055905.2
K06756	NP_055905.2
K06757	NP_055905.2
K06758	NP_055905.2
K06760	NP_055905.2
K08873	NP_055907.3
K04404	NP_055908.1
K16578	NP_055912.2
K21596	NP_055914.2
K11703	NP_055916.1
K16478	NP_055917.1
K06822	NP_055918.3
K17906	NP_055919.2
K10876	NP_055921.2
K11445	NP_055922.1
K19414	NP_055922.1
K19415	NP_055922.1
K08789	NP_055927.2
K21412	NP_055929.1
K17824	NP_055930.2
K20042	NP_055937.1
K20065	NP_055937.1
K20225	NP_055940.3
K22188	NP_055942.1
K19951	NP_055945.2
K14546	NP_055946.1
K17925	NP_055947.1
K04436	NP_055948.2
K20317	NP_055948.2
K20478	NP_055949.2
K14310	NP_055950.2
K19013	NP_055951.2
K19020	NP_055951.2
K21842	NP_055952.2
K15178	NP_055953.3
K15281	NP_055954.1
K16609	NP_055955.1
K00006	NP_055956.1
K01265	NP_055958.2
K16939	NP_055961.1
K16940	NP_055961.1
K16764	NP_055962.2
K08801	NP_055963.2
K08732	NP_055964.3
K17635	NP_055964.3
K18763	NP_055970.1
K11829	NP_055971.2
K01412	NP_055975.1
K01304	NP_055977.3
K15013	NP_055977.3
K10649	NP_055978.4
K15348	NP_055979.2
K20070	NP_055981.1
K11323	NP_055982.2
K14852	NP_055984.1
K14607	NP_055985.2
K15001	NP_055986.1
K17902	NP_055988.2
K18341	NP_055988.2
K08888	NP_055989.1
K10306	NP_055991.1
K06058	NP_055992.1
K07868	NP_055993.2
K14794	NP_055994.2
K19326	NP_055995.4
K19346	NP_055995.4
K08789	NP_055998.1
K20686	NP_056000.1
K07050	NP_056001.1
K19525	NP_056001.1
K20167	NP_056003.1
K19985	NP_056004.1
K09529	NP_056005.1
K16311	NP_056006.1
K19008	NP_056006.1
K19009	NP_056006.1
K05858	NP_056007.1
K15867	NP_056008.1
K10356	NP_056009.1
K18623	NP_056013.2
K15502	NP_056014.2
K15504	NP_056014.2
K01530	NP_056020.2
K14802	NP_056020.2
K13717	NP_056022.1
K21436	NP_056023.3
K20164	NP_056028.2
K16545	NP_056029.2
K21596	NP_056030.1
K12847	NP_056031.2
K13024	NP_056031.2
K07195	NP_056034.2
K20705	NP_056036.1
K21873	NP_056039.2
K01514	NP_056040.2
K18449	NP_056040.2
K19513	NP_056041.1
K03691	NP_056042.1
K03255	NP_056044.4
K12490	NP_056045.2
K18439	NP_056045.2
K18440	NP_056045.2
K08453	NP_056049.4
K08458	NP_056049.4
K14407	NP_056050.1
K04592	NP_056051.2
K04593	NP_056051.2
K04594	NP_056051.2
K10480	NP_056052.3
K16685	NP_056053.1
K19947	NP_056056.2
K12490	NP_056057.2
K18439	NP_056057.2
K18440	NP_056057.2
K19526	NP_056058.2
K21413	NP_056060.2
K10604	NP_056061.1
K08601	NP_056062.1
K18739	NP_056065.1
K10392	NP_056069.2
K17914	NP_056069.2
K10625	NP_056070.1
K10626	NP_056070.1
K01897	NP_056071.2
K17478	NP_056073.1
K05412	NP_056074.1
K06710	NP_056074.1
K06746	NP_056074.1
K11644	NP_056075.1
K11491	NP_056076.1
K18462	NP_056077.2
K14724	NP_056081.1
K09313	NP_056082.2
K09533	NP_056083.3
K13291	NP_056084.1
K08041	NP_056085.1
K08043	NP_056085.1
K08045	NP_056085.1
K08046	NP_056085.1
K08048	NP_056085.1
K11997	NP_056086.2
K16550	NP_056087.2
K12312	NP_056089.1
K18465	NP_056090.1
K11366	NP_056091.1
K10591	NP_056092.2
K13305	NP_056092.2
K16578	NP_056097.1
K10376	NP_056101.5
K11347	NP_056103.4
K22155	NP_056103.4
K22156	NP_056103.4
K20183	NP_056104.2
K09536	NP_056106.1
K10608	NP_056109.1
K21853	NP_056111.1
K16588	NP_056117.1
K20178	NP_056118.2
K18729	NP_056120.2
K11840	NP_056121.2
K12494	NP_056125.3
K19574	NP_056126.1
K07532	NP_056128.1
K12331	NP_056128.1
K18757	NP_056130.2
K02177	NP_056131.2
K16823	NP_056131.2
K17554	NP_056131.2
K17943	NP_056132.1
K16529	NP_056133.2
K21066	NP_056133.2
K21072	NP_056133.2
K03258	NP_056134.3
K18080	NP_056134.3
K05769	NP_056135.2
K15309	NP_056136.2
K16335	NP_056136.2
K10349	NP_056137.1
K14850	NP_056139.1
K17478	NP_056139.1
K07526	NP_056141.2
K11125	NP_056142.2
K01251	NP_056143.1
K11266	NP_056144.3
K06171	NP_056146.1
K15164	NP_056150.1
K20032	NP_056151.2
K11471	NP_056153.2
K01869	NP_056155.1
K01053	NP_056156.2
K06676	NP_056156.2
K12736	NP_056157.1
K04512	NP_056160.2
K19027	NP_056161.2
K17591	NP_056162.4
K19922	NP_056162.4
K14972	NP_056164.1
K22038	NP_056165.1
K03691	NP_056167.1
K21914	NP_056168.1
K14311	NP_056169.1
K11463	NP_056170.2
K14714	NP_056174.2
K14720	NP_056174.2
K12598	NP_056175.3
K02360	NP_056176.2
K09229	NP_056178.3
K09230	NP_056178.3
K05400	NP_056179.4
K20411	NP_056181.2
K15485	NP_056182.2
K03443	NP_056183.2
K19347	NP_056189.1
K16288	NP_056190.1
K04350	NP_056191.1
K12362	NP_056191.1
K12364	NP_056191.1
K19527	NP_056193.2
K07277	NP_056195.3
K12231	NP_056197.3
K06672	NP_056199.2
K20291	NP_056201.2
K04078	NP_056202.2
K15149	NP_056203.2
K12456	NP_056206.1
K09228	NP_056209.2
K17988	NP_056210.1
K11803	NP_056212.1
K19196	NP_056214.1
K11406	NP_056216.2
K11408	NP_056216.2
K11409	NP_056216.2
K21879	NP_056219.3
K13706	NP_056222.2
K11320	NP_056224.3
K11661	NP_056224.3
K02920	NP_056229.2
K22139	NP_056230.1
K11806	NP_056235.5
K06133	NP_056238.2
K17280	NP_056239.3
K02999	NP_056240.2
K16482	NP_056241.3
K09228	NP_056243.1
K03006	NP_056246.3
K04617	NP_056246.3
K10651	NP_056246.3
K12000	NP_056246.3
K12009	NP_056246.3
K12012	NP_056246.3
K12015	NP_056246.3
K12027	NP_056246.3
K12033	NP_056246.3
K12034	NP_056246.3
K02357	NP_056248.2
K21803	NP_056248.2
K13144	NP_056249.1
K11972	NP_056250.3
K11973	NP_056250.3
K10144	NP_056251.2
K00288	NP_056255.2
K13402	NP_056255.2
K13403	NP_056255.2
K16364	NP_056256.1
K17493	NP_056262.3
K20800	NP_056263.1
K11109	NP_056265.2
K15191	NP_056269.1
K15180	NP_056271.3
K20030	NP_056272.2
K17339	NP_056274.3
K22237	NP_056275.2
K13133	NP_056280.2
K18040	NP_056281.1
K12484	NP_056285.1
K11545	NP_056286.3
K16820	NP_056287.1
K12830	NP_056289.2
K15434	NP_056290.3
K16605	NP_056291.2
K11644	NP_056292.1
K06592	NP_056295.1
K08215	NP_056297.1
K10470	NP_056298.2
K12868	NP_056299.1
K14005	NP_056305.1
K13170	NP_056306.1
K07193	NP_056318.2
K12459	NP_056318.2
K14618	NP_056321.2
K06824	NP_056322.2
K15259	NP_056323.2
K20069	NP_056324.2
K11166	NP_056325.2
K13205	NP_056326.2
K10408	NP_056327.4
K05166	NP_056328.3
K14765	NP_056329.1
K08130	NP_056331.2
K10417	NP_056337.1
K13288	NP_056338.2
K05293	NP_056341.1
K10423	NP_056341.1
K16756	NP_056342.3
K19944	NP_056342.3
K15692	NP_056343.1
K15706	NP_056343.1
K00503	NP_056344.2
K16751	NP_056346.3
K21987	NP_056347.1
K22031	NP_056347.1
K00863	NP_056348.2
K19496	NP_056355.2
K20826	NP_056355.2
K14327	NP_056357.1
K02130	NP_056360.2
K17710	NP_056360.2
K01067	NP_056362.1
K12417	NP_056362.1
K20463	NP_056365.1
K01793	NP_056369.1
K17701	NP_056371.1
K17702	NP_056371.1
K11642	NP_056372.1
K11643	NP_056372.1
K14435	NP_056372.1
K17079	NP_056375.2
K16665	NP_056379.1
K17458	NP_056383.1
K17459	NP_056383.1
K01528	NP_056384.2
K08595	NP_056386.2
K08596	NP_056386.2
K16726	NP_056389.1
K18730	NP_056390.2
K16072	NP_056391.1
K19878	NP_056391.1
K17809	NP_056399.1
K17576	NP_056404.4
K01312	NP_056411.1
K09463	NP_056411.1
K09618	NP_056411.1
K09621	NP_056411.1
K09640	NP_056411.1
K17495	NP_056411.1
K20676	NP_056411.1
K15837	NP_056412.5
K15839	NP_056412.5
K01836	NP_056414.1
K13704	NP_056415.1
K13705	NP_056415.1
K10614	NP_056416.2
K10615	NP_056416.2
K11799	NP_056419.2
K02374	NP_056420.3
K18039	NP_056420.3
K17908	NP_056425.1
K10341	NP_056441.6
K10342	NP_056441.6
K12474	NP_056442.2
K11322	NP_056445.3
K19382	NP_056446.4
K03680	NP_056451.3
K11796	NP_056453.1
K13199	NP_056455.3
K10501	NP_056457.3
K04353	NP_056461.1
K07836	NP_056461.1
K22383	NP_056464.1
K19680	NP_056465.2
K11485	NP_056466.1
K11486	NP_056466.1
K13349	NP_056469.2
K09228	NP_056470.1
K10404	NP_056471.1
K05646	NP_056472.2
K14833	NP_056473.3
K14775	NP_056474.2
K18626	NP_056475.1
K19676	NP_056477.1
K03979	NP_056481.1
K08593	NP_056485.2
K19922	NP_056487.1
K04402	NP_056490.2
K20523	NP_056492.2
K03177	NP_056494.1
K16744	NP_056496.1
K05752	NP_056499.3
K07554	NP_056499.3
K20161	NP_056504.3
K06228	NP_056505.2
K16685	NP_056506.3
K16632	NP_056508.2
K09228	NP_056509.2
K11348	NP_056510.2
K11349	NP_056510.2
K11350	NP_056510.2
K00432	NP_056511.2
K06125	NP_056512.5
K22074	NP_056515.2
K14008	NP_056516.2
K14545	NP_056518.2
K20176	NP_056520.2
K14840	NP_056525.2
K10808	NP_056528.2
K01047	NP_056530.2
K04407	NP_056531.1
K04413	NP_056531.1
K08840	NP_056531.1
K06561	NP_056532.4
K06721	NP_056532.4
K10060	NP_056532.4
K17513	NP_056532.4
K08008	NP_056533.1
K21421	NP_056533.1
K21422	NP_056533.1
K21423	NP_056533.1
K19721	NP_056534.2
K06818	NP_056535.1
K13132	NP_056536.2
K15493	NP_056537.1
K16815	NP_056538.1
K11150	NP_056540.3
K11804	NP_056541.2
K01867	NP_056651.1
K13346	NP_056651.1
K07605	NP_056932.2
K01311	NP_056933.3
K01346	NP_056933.3
K09640	NP_056933.3
K04362	NP_056934.2
K05093	NP_056934.2
K05094	NP_056934.2
K05095	NP_056934.2
K09228	NP_056936.2
K03122	NP_056943.1
K08716	NP_056949.4
K14821	NP_056955.2
K05761	NP_056957.3
K05768	NP_056957.3
K08017	NP_056957.3
K06613	NP_056963.2
K07765	NP_056968.1
K09201	NP_056968.1
K14400	NP_056969.2
K19919	NP_056970.1
K20412	NP_056970.1
K16612	NP_056972.1
K15157	NP_056973.2
K12816	NP_056975.1
K05269	NP_056977.1
K10749	NP_056979.1
K04706	NP_056981.2
K16065	NP_056981.2
K10494	NP_056982.1
K13618	NP_056984.1
K03426	NP_056985.3
K10593	NP_056986.2
K03243	NP_056988.3
K12162	NP_056988.3
K08825	NP_056990.3
K08881	NP_056990.3
K08883	NP_056990.3
K11142	NP_056991.2
K20473	NP_056993.2
K05360	NP_056997.1
K17339	NP_056999.2
K19739	NP_057000.2
K13299	NP_057001.1
K03537	NP_057002.2
K09228	NP_057003.2
K02978	NP_057004.1
K05760	NP_057011.2
K10105	NP_057013.1
K11599	NP_057016.1
K14565	NP_057018.1
K05292	NP_057021.2
K15168	NP_057021.2
K07562	NP_057022.2
K03256	NP_057023.2
K02144	NP_057025.2
K15032	NP_057026.3
K01443	NP_057028.2
K15280	NP_057029.8
K06965	NP_057030.3
K15277	NP_057032.2
K02886	NP_057034.2
K13125	NP_057037.1
K01619	NP_057038.2
K06990	NP_057039.1
K02926	NP_057040.2
K08964	NP_057041.2
K00586	NP_057042.2
K06201	NP_057044.2
K14566	NP_057046.1
K11353	NP_057049.5
K20367	NP_057050.1
K02961	NP_057053.1
K02992	NP_057055.2
K03020	NP_057056.1
K05244	NP_057057.2
K13247	NP_057058.2
K03133	NP_057059.2
K14535	NP_057059.2
K01265	NP_057060.2
K17921	NP_057060.2
K00976	NP_057062.1
K17535	NP_057062.1
K04515	NP_057065.2
K06689	NP_057067.1
K05610	NP_057068.1
K08588	NP_057068.1
K05466	NP_057069.1
K05467	NP_057069.1
K09624	NP_057069.1
K01580	NP_057073.4
K01594	NP_057073.4
K18966	NP_057073.4
K10442	NP_057074.4
K03986	NP_057075.1
K03988	NP_057075.1
K02149	NP_057078.1
K07297	NP_057083.2
K14553	NP_057085.2
K19681	NP_057088.2
K13698	NP_057090.2
K13699	NP_057090.2
K11248	NP_057093.1
K21269	NP_057093.1
K07512	NP_057095.4
K18159	NP_057097.2
K15119	NP_057100.1
K18402	NP_057102.4
K13212	NP_057103.2
K15266	NP_057104.2
K10578	NP_057105.2
K06172	NP_057106.2
K18342	NP_057107.4
K07919	NP_057108.2
K13107	NP_057108.2
K11152	NP_057110.3
K11153	NP_057110.3
K11161	NP_057110.3
K11429	NP_057112.3
K11165	NP_057113.1
K16675	NP_057116.2
K02967	NP_057118.1
K18586	NP_057119.3
K14769	NP_057121.2
K14574	NP_057122.2
K15433	NP_057123.1
K14825	NP_057124.3
K20347	NP_057124.3
K20348	NP_057124.3
K20351	NP_057124.3
K13989	NP_057125.2
K19737	NP_057125.2
K03681	NP_057126.2
K07573	NP_057130.1
K12833	NP_057131.1
K02867	NP_057134.1
K17410	NP_057137.1
K18463	NP_057137.1
K17429	NP_057139.1
K17920	NP_057139.1
K06890	NP_057140.2
K20472	NP_057141.1
K12733	NP_057143.1
K15153	NP_057144.1
K07023	NP_057147.2
K02959	NP_057149.1
K03676	NP_057150.2
K02963	NP_057151.1
K17969	NP_057152.2
K17402	NP_057154.2
K19528	NP_057154.2
K17411	NP_057155.1
K22066	NP_057158.1
K12190	NP_057159.2
K04794	NP_057161.1
K12193	NP_057163.1
K22028	NP_057165.3
K22029	NP_057165.3
K04277	NP_057167.2
K07843	NP_057168.1
K07844	NP_057168.1
K13238	NP_057168.1
K18047	NP_057170.1
K01558	NP_057171.2
K09228	NP_057173.2
K13188	NP_057174.1
K15029	NP_057175.1
K02898	NP_057177.1
K10733	NP_057179.1
K22138	NP_057182.1
K17972	NP_057184.1
K07565	NP_057185.1
K01462	NP_057187.1
K07953	NP_057187.1
K19998	NP_057190.2
K13203	NP_057191.2
K11137	NP_057195.2
K14834	NP_057195.2
K04986	NP_057196.2
K04990	NP_057196.2
K04971	NP_057197.2
K10325	NP_057199.1
K10326	NP_057200.1
K16271	NP_057204.2
K09680	NP_057205.2
K21915	NP_057205.2
K21953	NP_057205.2
K16754	NP_057206.2
K04733	NP_057207.2
K06579	NP_057208.3
K06580	NP_057208.3
K22379	NP_057209.3
K19369	NP_057210.2
K17267	NP_057212.1
K12178	NP_057213.2
K07902	NP_057215.3
K07903	NP_057215.3
K01302	NP_057218.1
K03211	NP_057219.1
K06134	NP_057222.2
K10416	NP_057225.2
K10251	NP_057226.1
K14012	NP_057227.2
K13617	NP_057231.1
K15009	NP_057232.2
K07879	NP_057238.3
K07880	NP_057238.3
K07881	NP_057238.3
K07763	NP_057239.4
K07995	NP_057239.4
K07996	NP_057239.4
K07997	NP_057239.4
K08002	NP_057239.4
K08003	NP_057239.4
K01108	NP_057240.3
K18081	NP_057240.3
K08251	NP_057245.1
K11345	NP_057246.2
K11346	NP_057246.2
K04706	NP_057250.1
K16063	NP_057250.1
K16064	NP_057250.1
K06229	NP_057253.2
K15606	NP_057254.1
K15607	NP_057254.1
K12174	NP_057256.2
K02493	NP_057257.1
K11703	NP_057258.3
K19934	NP_057260.3
K16614	NP_057262.2
K14815	NP_057267.2
K06563	NP_057268.1
K06721	NP_057268.1
K06795	NP_057268.1
K10057	NP_057268.1
K10058	NP_057268.1
K10059	NP_057268.1
K10060	NP_057268.1
K17513	NP_057268.1
K17514	NP_057268.1
K22244	NP_057268.1
K11340	NP_057272.1
K11652	NP_057272.1
K10402	NP_057279.2
K14787	NP_057280.2
K12626	NP_057283.1
K12627	NP_057284.1
K06104	NP_057285.3
K07200	NP_057287.2
K20346	NP_057287.2
K05503	NP_057288.1
K05450	NP_057289.1
K14403	NP_057291.1
K20301	NP_057293.1
K14005	NP_057295.2
K18328	NP_057300.2
K03511	NP_057302.1
K14050	NP_057302.1
K01230	NP_057303.2
K10426	NP_057305.1
K13116	NP_057306.2
K20123	NP_057307.2
K17923	NP_057308.1
K18467	NP_057310.1
K00825	NP_057312.1
K00326	NP_057313.2
K00326	NP_057314.2
K04468	NP_057315.3
K01897	NP_057318.2
K04619	NP_057319.1
K03352	NP_057321.2
K03354	NP_057322.3
K10361	NP_057323.3
K16664	NP_057326.2
K00326	NP_057327.2
K00826	NP_057330.2
K19017	NP_057331.2
K16527	NP_057332.1
K18266	NP_057334.1
K10586	NP_057336.3
K01125	NP_057340.2
K19936	NP_057341.1
K20102	NP_057342.2
K09220	NP_057344.2
K10390	NP_057345.2
K10391	NP_057346.1
K03364	NP_057347.2
K09228	NP_057348.3
K04492	NP_057353.1
K17845	NP_057354.1
K10668	NP_057355.2
K14443	NP_057356.1
K22366	NP_057359.2
K13303	NP_057360.3
K06234	NP_057361.3
